ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Homonym,IndoAryan_Proto_Form,Inflection_Class,Main_Entry,Media_IDs,Morphemic_Form,Origin,Phonetic,Restrictions,Usage,Variant_Form,Vernacular
LX000377,phl,bhraaǰái,n.fem,,,bhrāturjāyā 'brother's wife (fem)' (T: 9660),"a-decl (Obl, pl): bhraaǰée",,,,,brhaadʑéj,,,bhraaǰéi,بھراجئیۡ
LX000378,phl,bhráanzu,n.masc,,,*marja- 'meadow' (T: 14738),a-decl (Ob): bhráanza,,,,,bhráanzu,,,bhranz (Biori),بھرانزوۡ
LX000379,phl,bhraapútr,n.masc,LX000385 ; putr,,,"a-decl (Obl, pl): -á",,,,,brhaapútr,,,,بھراپُتر
LX000380,phl,bhraáš,adv.mann,,,,,,,,,brhaáɕ,,,,بھراش
LX000381,phl,bhraaú,n.masc,,,,,LX000385,,,,brhaawú,,,,بھراؤ
LX000382,phl,bhraaudhií,n.fem,LX000385 ; LX000662,,,"a-decl (Obl, pl): -á",,,,,brhaawdií,,,,بھراوۡدھی
LX000383,phl,bhraawéeli,n.fem,LX000385,,,,,,,,brhaawéeli,,,,بھراویلیۡ
LX000384,phl,bhringeečhínu,n.masc:pn,,,,a-decl (Obl): bhringeečhína,,,,,bhriŋɡeetɕʰíno,,,,بھرنگیچِھنوۡ
bhrit,phl,bhrit,n.fem,,,,"i-decl (Obl, pl): ̥-í",,,,,bhrit,,,,بھرِت
LX000385,phl,bhróo,n.masc,,,bhrā́tr̥- 'brother (masc)' (T: 9661),"Irr (Obl, pl): bhraaú, (Obl pl): bhraawóom, (Gen): bhraawíi",,,bhraa-,,brhóo,,,bhrúu (Biori),بھرو
bhruk,phl,bhruk,n.masc,,,"vr̥kká- 'kidneys (masc, du)' (T: 12064)","a-decl (Obl, pl): -a",,,,,brhuk,,,,بھرُک
LX000386,phl,bhrúuṇi,n.fem,,,,m-decl (Pl): -m,,,,,bhrúuɳi,,,,بھرُوݨیۡ
bhun,phl,bhun,adv.sp,,,bundha- 'bottom' (T: 9280),,,,,,bhun,,,,بُھن
LX000387,phl,bhun mooṣṭá,MWE,bhun ; LX001504,,,,,,,,bhun mooʂʈá,,,,بُھن موݜٹہ
LX000388,phl,bhun giraá,MWE,bhun ; LX002561,,,,,,,,bhun ɡiraá,,,"bhuná giróo, bhunagiróo ; bhuntegiráak, bhúntraak (Biori)",بُھن گِرا
LX000389,phl,bhuná,adv.sp,bhun,,,,,,,,bhuná,,,,بُھنہ
LX000390,phl,bhunaṛáa,adv.sp,bhun ; LX000822,,,,,,,,bhunaɽáa,,,bhunaṛíiwee,بُھنہ ڑا
LX000391,phl,bhunaṛó,det:dem,bhun ; LX000165,1,,,,,,,bhunaɽó,,,,بُھنہ ڑوۡ
LX000392,phl,bhunaṛó,pron:dem,,2,,,,,,,bhunaɽó,,,,بُھنہ ڑوۡ
LX000393,phl,bhuníi,adv.sp,bhun,,,,,,bhun-ii,,bhuníi,,,,بُھنی
LX000394,phl,bhunimaá,adv.sp,bhun,,,,,,,,bhunimaá,,,,بُھنِما
LX000395,phl,bhúṛi,n.fem,,,,m-decl (Pl): -m,,,,,bhúɽi,,,,بُھڑیۡ
bhus,phl,bhus,n.masc,,,"*bhusa- 'chaff, any rubbish' (T: 9293)","a-decl (Obl, pl): -a",,,,,bhus,,,,بُھس
LX000396,phl,bhuuǰóo,v.tr,LX001056,,"búdhyatē 'is awakened, observes, understands' (T: 9279)","L:a (Prs): bhuuǰaáanu, (Pfv): bhuuǰóolu, (Cv): bhuuǰaá, (Imp): bhuuǰá",,,bhuuǰ-á-,,bhuudʑóo,,,bhuuǰúu (Biori),بُھوجو
LX000397,phl,bhúuru,adj,,,*bhōḍa- 'defective' (T: 9530) ; *bōḍa- 'defective' (T: 9268),Reg (Fem): bhúuri,,,bhóor-,,bhúuro,,,,بُھوروۡ
bi,phl,bi,disc,,,,,,,,,bi,,,,بیۡ
bi_na,phl,bi na,MWE,bi ; na_1,,,,,,,,bi na,,,,بیۡ نہ
LX000398,phl,bi na ... bi na,MWE,bi_na,,,,,,,,bi na ... bi na,,,,بیۡ نہ ۔۔۔ بیۡ نہ
LX000399,phl,bi ... bi,MWE,bi,,,,,,,,bi ... bi,,,,بیۡ ۔۔۔ بیۡ
LX000400,phl,biaabaán,n.fem,,,,i-decl (Obl): biaabeení,,,,Urdu (Persian): biyaabaan,bjaabaán,,,,بِیابان
LX000401,phl,biaáǰ,n.fem,,,,i-decl (Obl): bieeǰí,,,,,bjaádʑ,,,,بِئاج
LX000402,phl,bidráagu,adj,,,*vidharga- 'without movement' (T: 11751),Uml (Fem): bidréegi,,,bidrág-,,bidráaɡu,,,,بِدراگوۡ
LX000403,phl,bidréegi,adj,,,,,LX000402,,,,bidréeɡi,,,,بِدریگیۡ
LX000404,phl,bíi,n.fem,,1,"bíja- 'seed, semen (neut)' (T: 9250)","a-decl (Obl, pl): -a",,,,,bíi,,,,بی
LX000405,phl,bíi,v.intr,,2,"vrájati 'goes, wanders' (T: 12225) ; gatá- 'gone' (T: 4008)","Suppl (Prs): baáanu, (Pfv Masc Sg): gúum, (Pfv Fem Sg): gíi, (Pfv Pl): gíia, (Fut 1sg): béem, (Cv): be, (Imp): ba",,,"be-, g-",,bíi,,Generic intransitive motion verb used in conjunct and compound verb formations,,بی
LX000406,phl,bíiḍu,adj,,,"vivr̥ddha- 'grown, large' (T: 11929)",Reg (Fem): bíiḍi,,,bíiḍ-,,bíiɖo,,,,بِیڈوۡ
LX000407,phl,biǰéeli,adj,,,,,LX000410,,,,bidʑéeli,,,,بِجیلیۡ
LX000408,phl,bíǰi,n.fem,,,vidyút- 'flashing; lightning (f)' (T: 11742),m-decl (Pl): -m,,,,,bídʑi,,,,بِجیۡ
LX000409,phl,biǰlí,n.fem,,,,a-decl (Pl): -á,,,,Urdu: biǰlii,bidʑlí,,,,بِجلیۡ
LX000410,phl,biǰóola,adj,,,,Uml (Fem): biǰéeli,,,biǰáal-,,bidʑóola,Only in the plural,,biǰúula (Biori),بِجولہ
LX000411,phl,bilíǰa,v.intr,LX000412,,,"L:cons (Prs): biliǰáanu, (Pfv): biliǰílu, (Cv): biliǰí",,,bil-íǰ-,,bilídʑa,,,bilíǰe (Biori),بِلجہ
LX000412,phl,bilóo,v.tr,LX000411,,,"L:a (Prs): bilaáanu, (Pfv): bilóolu, (Cv): bilaá, (Imp): bilá",,,bil-á-,,bilóo,,,bilúu (Biori),بِلو
LX000413,phl,bimeerí,n.fem,,,,"a-decl (Obl, pl): -á",,,,Urdu (Persian): biimaarii,bimeerí,,,,بِمیریۡ
LX000414,phl,bimóoṭ,n.masc:pn,,,,a-decl (Obl): -a,,,,,bimóoʈ,,,,بِموٹ
LX000415,phl,bistíiṇu,adj,,,"vistīrṇa- 'spread out, extensive' (T: 12009)",Reg (Fem): bistíiṇi,,,bistíiṇ-,,bistíiɳo,,,,بِستِیݨوۡ
LX000416,phl,bistiṇóokam,adv:mann,LX000415,,,,,,,,bistiɳóokam,,,,بِستِݨوکم
LX000417,phl,biṣ,n.masc,,,viṣá- 'poison' (T: 11968),a-decl (Obl): -á,,,,,biʂ,,,,بِݜ
LX000418,phl,biṣáama,v.intr,,,viśramatē 'rests' (T: 11949),"L:cons (Prs): biṣamáanu, (Pfv): biṣamílu, (Cv): biṣamí, (Imp): biṣáam",,,biṣám-,,biʂáama,,,biṣáame (Biori),بِݜامہ
LX000419,phl,bigaár,n.fem,,,,i-decl (Obl): bigeerí,,,,"Urdu (Persian): bigaar, begaar",biɡaár,,,,بِگار
LX000420,phl,bigaaṣíi,v.tr,,,,"L:e (Prs): bigeeṣáanu, (Pfv): bigeeṣílu, (Cv): bigeeṣí, (Imp): bigaaṣá",,,bigáaṣ-é,,biɡaaʂíi,,,bigeeṣíi,بِگاݜی
LX000421,phl,booɣlá,n.masc,,,,ee-decl (Pl): booɣleé,,,,,booɣlá,,,,بوغلہ
LX000422,phl,booǰái,n.fem,,,,"a-decl (Obl, pl): booǰée",,,,,boodʑéj,,,booǰéi (Biori),بوجئیۡ
LX000423,phl,bóolu,n.masc,,,"vā́la- 'hair of tail, tail, hair (masc)' (T: 11572)","a-decl (Obl, pl): bóola",,,báal-u,,bóolo,,,búulu (Biori),بولوۡ
LX000424,phl,bóor,adj.inv,,,,,,,,Urdu (English): bor,bóor,,,,بور
LX000425,phl,bóor thíi,v.tr:cjt.inc,LX000424,,,,,,,,bóor tʰíi,,,,بور تھی
LX000426,phl,bóoš,num,,,dvā́daśa 'twelve' (T: 6658),,,,báaš,,bóoɕ,,,báaš (Biori),بوش
LX000427,phl,bootál,n.masc,,,,"i-decl (Obl, pl): í",,,,Urdu (English): botal,bootál,,,,بوتل
LX000428,phl,bráam,n.masc,LX001086,,"márman- 'vulnerable spot, vital organ; secret; limb, joint (neut)' (T: 9893)","a-decl (Obl, pl): -a",,,,,bráam,,,,برام
LX000429,phl,breéx,n.fem,,,,"i-decl (Obl, pl): -í",,,,Pashto: brex,breéx,,,,بریخ
LX000430,phl,breéx díi,v.tr:cjt.ninc,LX000429,,,,,,,,breéx díi,Fem agr with non-verb element in pfv,,,بریخ دی
LX000431,phl,breéx nikhíi,v.intr:cjt.ninc,LX000429 ; LX001607,,,,,,,,breéx nikʰíi,Fem agr with non-verb element in pfv,,,بریخ نِکھی
LX000432,phl,bruǰéeli,n.fem:pn,,,,m-decl,,,,,brudʑéeli,,,,برُجیلیۡ
LX000433,phl,buc̣h,n.masc,,,"bubhukṣā- 'desire to eat, hunger (fem)'",a-decl (Obl): -á,,,,,"buʈʂ, buʂ",,,buc̣hoól,بُڇھ
LX000434,phl,buc̣haalíi,v.intr,,,,"L:e (Prs): buc̣haaláanu, (Pfv): buc̣heelíilu, (Cv): buc̣heelí",,,buc̣h-aal-é-,,"buʈʂʰaalíi, buʂaalíi",,,,بُڇھالی
LX000435,phl,buc̣héeli,adj,,,,,LX000436,,,,buʈʂʰéeli,,,,بُڇھیلیۡ
LX000436,phl,buc̣hóolu,adj,LX000433,,,Uml (Fem): buc̣héeli,,,buc̣háal-,,buʈʂʰóolo,,,,بُڇھولوۡ
LX000437,phl,buc̣húṇa,v.tr,,,*vikṣuṇatti 'pounds' (T: 11652),"L:cons (Prs): buc̣huṇáanu, (Pfv): buc̣huṇílu, (Cv): buc̣huṇí, (Imp): buc̣húṇ",,,buc̣húṇ-,,buʈʂʰúɳa,,,buc̣húṇe (Biori),بُڇُھݨہ
LX000438,phl,búdu,v.intr,,,,,LX000443,,,,búdo,,,,بُدوۡ
LX000439,phl,búḍa,v.intr,,1,,"L:cons (Prs): buḍáanu, (Pfv): buḍílu, (Cv): buḍí, (Imp): buḍ",,,buḍ-,,búɖa,,,bhúḍe (Biori),بُڈہ
LX000440,phl,búḍa,v.intr,,2,,"L:cons (Prs): buḍáanu, (Pfv): buḍílu, (Cv): buḍí",,,buḍ-,,búɖa,,,bhúḍe (Biori),بُڈہ
LX000441,phl,búḍa,n.masc,,3,,a-decl (Obl (pl)): -m,,,,,búɖa,With plural reference,,,بُڈہ
LX000442,phl,buḍóo,v.tr,LX000439,,,"L:a (Prs): buḍaáanu, (Pfv): buḍóolu, (Cv): buḍaá, (Imp): buḍá",,,,,buɖóo,,,,بُڈو
LX000443,phl,búǰa,v.intr,,,"búdhyatē 'is awakened, observes, understands' (T: 9279) ; buddha- 'known, understood; awakened, conscious, wise' (T: 9276)","T (Prs): buǰáanu, (Pfv): búdu, (Cv): buǰí, (Imp): buǰ",,,"buǰ-, bud-",,búdʑa,,,búǰe (Biori),بُجہ
LX000444,phl,buǰóo,v.tr,LX000443,,,"L:a (Prs): buǰaáanu, (Pfv): buǰóolu, (Cv): buǰaá, (Imp): buǰá",,,buǰ-á-,,budʑóo,,,buǰúu (Biori),بُجو
LX000445,phl,búku,adj,LX002237,,,Reg (Fem): búki,,,buk-,,búko,,,móḍu (Biori),بُکوۡ
LX000446,phl,buláaḍa,v.tr,,,,"L:cons (Prs): bulaḍáanu, (Pfv): bulaḍílu, (Cv): bulaḍí, (Imp): buláaḍ",,,buláḍ-,,buláaɖa,,,buláaḍe (Biori),بُلاڈہ
LX000447,phl,bulooṣṭóo,v.tr,,,,"L:a (Prs): bulooṣṭaáanu, (Pfv): bulooṣṭóolu, (Cv): bulooṣṭaá, (Imp): bulooṣṭá",,,bulooṣṭ-á-,,bulooʂʈóo,,,bilooṣṭóo ; bulooṣṭúu (Biori),بُلوݜٹو
LX000448,phl,butsóo,v.tr,LX000449,,,"L:a (Prs): butsaáanu, (Pfv): butsóolu, (Cv): butsaá, (Imp): butsá",,,buts-á-,,butsóo,,,butsúu (Biori),بُڅو
LX000449,phl,bútsu,n.masc,,,,"a-decl (Obl, pl): bútsa",,,,,bútso,,,,بُڅوۡ
LX000450,phl,buṭ,n.masc,,,,"a-decl (Obl, pl): -á",,,,Urdu (English): buṭ,buʈ,,,,بُٹ
LX000451,phl,buṭheé,det,,1,,,,,,,buʈʰeé,,,,بُٹھے
LX000452,phl,buṭheé,pron:ind,,2,,,,,,,buʈʰeé,,,,بُٹھے
LX000453,phl,buṭhimeém,pron:ind,,,,,LX000452,,,,buʈʰimeém,,,,بُٹِھمیم
LX000454,phl,búṭi,n.fem,,,,m-decl (Pl): -m,,,,,búʈi,,,,بُٹیۡ
LX000455,phl,buṭíi,v.tr,,,,"L:e (Prs): buṭáanu, (Pfv): buṭílu, (Cv): buṭí, (Imp): buṭá",,,buṭ-é-,,buʈíi,,,,بُٹی
LX000456,phl,buuḍíi,v.intr,LX000459,,,"L:e (Prs): buuḍáanu, (Pfv): buuḍíilu, (Cv): buuḍí, (Imp): búuḍ",,,buuḍ-é-,,buuɖíi,,,,بُوڈی
LX000457,phl,buuḍóo,v.tr,LX000459,,,"L:a (Prs): buuḍaáanu, (Pfv): buuḍóolu, (Cv): buuḍaá, (Imp): buuḍá",,,buuḍ-á-,,buuɖóo,,,buuḍúu (Biori),بُوڈو
LX000458,phl,buuḍóolu,n.masc,,,*buḍḍha- 'defective' (T: 9268),"a-decl (Obl, pl): buuḍóola",,,,,buuɖóolo,,,,بُوڈولوۡ
LX000459,phl,búuḍu,adj,,,*buḍḍha- 'old' (T: 9271),Reg (Fem): búuḍi,,,,,búuɖo,,,,بُوڈوۡ
LX000460,phl,búusi,n.fem,,,,m-decl (Pl): -m,,,,,búusi,,,,بُوسیۡ
LX000461,phl,buzeeghaá,n.masc:pn,,,,ee-decl (Obl): buzeeghaá,,,,,buzeeɡhaá,,,,بزیگھا
LX000462,phl,buzrúg,n.masc,,,,"aan-decl (Obl): -á, (Pl): -aán",,,,Urdu (Persian): buzurg,buzrúɡ,,,,بُزرگ
LX000463,phl,čaakú,n.masc,,,,a-decl (Pl): -á,,,,,tɕaakú,,,,چاکوۡ
LX000464,phl,čáam,n.masc,,,,a-decl (Obl): -a,,,,,tɕáam,,,,چام
LX000465,phl,čáanču,n.masc,,,,"a-decl (Obl, pl): čáanča",,,,,tɕaaɲtɕu,,,,چانچوۡ
LX000466,phl,čaapheér,adj.inv,,,,,,,,"Pashto: čaaper, čaapera",tɕaapʰeér,,,čaapheerá,چاپھیر
LX000467,phl,čáar,n.fem,,,*cāri- 'grass' (T: 4762),"i-decl (Obl, pl): čarí",,,,,tɕáar,,,čar (Biori),چار
LX000468,phl,čáara,v.intr,LX000469 ; LX000467,,,"L:cons (Prs): čaráanu, (Pfv): čarílu, (Cv): čarí, (Imp): čáar",,,čar-,,tɕáara,,,čáare (Biori),چارہ
LX000469,phl,čaaríi,v.tr,LX000468 ; LX000467,,,"L:e (Prs): čaaráanu, (Pfv): čeerílu, (Cv): čeerí, (Imp): čaará",,,čaar-é-,,tɕaaríi,,,,چاری
LX000470,phl,čaarpaá,n.masc,,,,,,,,,tɕaarpaá,,,,چارپا
LX000471,phl,čaaršambá,n.masc,,,,,,,,Persian: čahaar-šambih,tɕaaɕambá,,,čaaršambeedíis,چارشمبہ
LX000472,phl,čaargúl,n.masc,,,,"i-decl (Obl, pl): -í",,,,,tɕaarɡúl,,,,چارگُل
LX000473,phl,čaaṛaá,adj,,,,Irr (Fem): čaarái,,,,Pashto: čaaṛaa,tɕaaɽaá,,,,چاڑا
LX000474,phl,čaáx,adj.inv,,,,,,,,Pashto: čaaɣ,tɕaáx,,,,چاخ
LX000475,phl,čadúur,n.masc,,,,"a-decl (Obl, pl): -a",,,,,tɕadúur,,,,چدُور
LX000476,phl,čainá,n.masc,,,,,,,,Urdu 'of or belonging to China': čiinaa,tɕajná,,,,چائنا
LX000477,phl,čakaaḍhám,n.masc:pn,,,,a-decl (Obl): -á,,,,,tɕakaaɖhám,,,,چکاڈھم
LX000478,phl,čakái,n.fem,,,,"a-decl (Obl, pl): čakée",,,,,tɕakéj,,,,چکئیۡ
LX000479,phl,čakatíi,v.tr,,,,"L:e (Prs): čakatáanu, (Pfv): čakatílu, (Cv): čakatí, (Imp): čakatá",,,čakat-é-,,tɕakatíi,,,,چکتی
LX000480,phl,čal,n.fem,,,,"i-decl (Obl, pl): čalí",,,,Urdu: čal,tɕal,,,čaál,چل
LX000481,phl,čalaíǰa,v.intr,,,,"L:cons (Prs): čalaiǰáanu, (Pfv): čalaiǰílu, (Cv): čalaiǰí, (Imp): čalaíǰ",,,čaláy-íǰ-,,tɕalajídʑa,,,,چلئِجہ
LX000482,phl,čalayíi,v.tr,,,,"L:e (Prs): čalayáanu, (Pfv): čalayílu, (Cv): čalayí, (Imp): čalayá",,,čaláy-é,,tɕalajíi,,,,چلئی
LX000483,phl,čalúṭi,n.fem,,,,m-decl (Pl): -m,,,,,tɕalúʈi,,,čailúṭi,چلُٹیۡ
LX000484,phl,čamán,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (Persian): čaman,tɕamán,,,,چمن
LX000485,phl,čamúṭi,n.fem,,,,m-decl (Pl): -m,,,,,tɕamúʈi,,,,چمُٹیۡ
LX000486,phl,čand,adj.inv,,,,,,,,Urdu (Persian): čand,tɕand,,,,چند
LX000487,phl,čandá,n.masc,,,,ee-decl (Pl): čandeé,,,,,tɕandá,,,,چندہ
LX000488,phl,čandeešúma,det,LX000489,,,,,,,,tɕandeeɕúma,,,,چندیشُمہ
LX000489,phl,čandíiš,num,,,cáturdaśa 'fourteen' (T: 4605),,,,čandéeš,,tɕandíiɕ,,,čandéeš (Biori),چندِیش
LX000490,phl,čang,n.masc,,,,"i-decl (Obl, pl): -í",,,,,tɕaŋɡ,,,,چنگ
LX000491,phl,čap,adv.deg,,,,,,,,,tɕap,,,,چپ
LX000492,phl,čapíi,v.tr,,,,"L:e (Prs): čapáanu, (Pfv): čapílu, (Cv): čapí, (Imp): čapá",,,čap-é-,,tɕapíi,,,,چپی
LX000493,phl,čarbhaáng,n.fem,,,,"i-decl (Obl, pl): čarbheengí",,,,,tɕarbhaáŋɡ,,,čarbaáng (Biori),چربھانگ
LX000494,phl,čáu,adv.deg,,,,,,,,,tɕaw,,,,چئوۡ
LX000495,phl,čaukaáṭ,n.fem,,,,"i-decl (Obl, pl): čaukeeṭí",,,,Pashto (Urdu): čaukhaṭ,tɕawkaáʈ,,,,چوکاٹ
LX000496,phl,čauráts,n.masc,,,,"i-decl (Obl, pl): -í",,,,,"tɕawráts, tɕawrás",,,,چورڅ
LX000497,phl,čay,n.fem,,,,i-decl (Obl): -í,,,,Urdu (Sinitic): čaaˈe,tɕaj,,,čéy (Biori),چئیۡ
LX000498,phl,čéeli,adj,,,,,LX000541,,,,tɕéeli,,,,چیلیۡ
LX000499,phl,čeemáaru,adj,LX000528,,,Uml (Fem): čeeméeri,,,čeemár-,,tɕeemáaru,,,,چیماروۡ
LX000500,phl,čeeméeri,adj,,,,,LX000499,,,,tɕeeméeri,,,,چیمیریۡ
LX000501,phl,čéeri,n.fem,,,,m-decl (Pl): -m,,,,,tɕéeri,,,,چیریۡ
LX000502,phl,čháaḍa,v.intr,,,,"L:cons (Prs): čhaḍáanu, (Pfv): čhaḍílu, (Cv): čhaḍí, (Imp): čháaḍ",,,čhaḍ-,,tɕáaɖa,,,,چھاڈہ
LX000503,phl,čhaál,n.masc,LX000508,1,chagalá- 'goat (masc)' (T: 4963),"a-decl (Obl, pl): -á",,,,,tɕʰaál,,,,چھال
LX000504,phl,čhaál,n.masc,,2,,"a-decl (Obl, pl): -á",,,,,tɕʰaál,,,,چھال
LX000505,phl,čhaáṭ,n.fem,,,,"i-decl (Obl, pl): čhaṭí",,,,,tɕaáʈ,,,,چھاٹ
LX000506,phl,čhaaṭíi,v.tr,,,,"L:e (Prs): čhaaṭáanu, (Pfv): čheeṭílu, (Cv): čheeṭí, (Imp): čhaaṭá",,,čháaṭ-é-,,tɕʰaaʈíi,,,,چھاٹی
LX000507,phl,čhay,n.fem,,,"chāyā́- 'shade, shadow, reflection; complexion; beauty (f)' (T: 5027)",i-decl (Ob): -í,,,,,"tɕʰaj, tɕʰej",,,čhey (Biori),چھئیۡ
LX000508,phl,čhéeli,n.fem,LX000503 ; LX000646 ; LX000342,,chagalikā- 'goat (fem. der.)' (T: 4963),m-decl (Pl): -m,,,,,tɕʰéeli,,,,چھیلیۡ
LX000509,phl,čhíi,n.fem,,,chādi- '*covering' (T: 5020),"a-decl (Obl, pl): -a",,,,,tɕʰíi,,,,چھی
LX000510,phl,čhin thíi,v.tr:cjt.inc,LX000511,,,,,,,,tɕin tʰíi,,,,چِھن تھی
LX000511,phl,čhína,v.tr,,,"*chindati 'cuts off, splits' (T: 5046)","L:cons (Prs): čhináanu, (Pfv): čhinílu, (Cv): čhiní, (Imp): čhin",,,čhin-,,tɕʰína,,,čhíne (Biori),چِھنہ
LX000512,phl,čhíni,n.fem,,,,m-decl,,,,,tɕʰíni,,,,چِھنیۡ
LX000513,phl,čhínǰa,v.intr,,,,,,,čhinǰ-,,tɕʰíɲdʑa,,,čhínǰe (Biori),چِھنجہ
LX000514,phl,čhooríi,v.tr,,,"chōrayati 'removes, throws away, abandons' (T: 5060)","T (Prs): čhooráanu, (Pfv): čhúuṇu, (Cv): čhoorí, (Imp): čhoorá",,,"čhoor-é-, čhúuṇ-",,tɕʰooríi,,,,چھوری
LX000515,phl,čhoót,n.masc,,,*styātadugdha- 'coagulated milk' (T: 13730),"a-decl (Obl, pl): -á",,,,,tɕʰoót,,,,چھوت
LX000516,phl,čhópan,n.masc,,,,"a-decl (Obl, pl): -a",,,,,tɕópan,,,,چھوۡپن
LX000517,phl,čhub bhíi,v.intr:cjt.inc,,,,,,,,,tɕʰub bhíi,,,,چُھب بھی
LX000518,phl,čhudóo,v.tr,,,,"L:a (Prs): čhudaáanu, (Pfv): čhudóolu, (Cv): čhudaá, (Imp): čhudá",,,čhud-á-,,tɕʰudóo,,,,چُھدو
LX000519,phl,čhúuṇu,v.tr,,,,Reg (Fem): čhúuṇi,LX000514,,,,tɕʰúuɳo,,,,چُھوݨوۡ
LX000520,phl,číčal,n.masc,,,"*kicca- 'mud, dirt' (T: 3153)","a-decl (Obl, pl): ̥-a",,,,,tɕítɕal,,,,چِچل
LX000521,phl,číči,n.fem,,,"*cucci- 'female breast, nipple' (4855)",m-decl (Pl): -m,,,,,tɕítɕi,,,,چِچیۡ
LX000522,phl,číɣi,n.fem,,,,,,,,Pashto: čiɣe,"tɕíɣi, tɕéɣi",,Primarily used as a non-verb element in complex predicates,,چِغیۡ
LX000523,phl,číɣi díi,v.tr:cjt.ninc,LX000522,,,,,,,,tɕíɣi díi,Fem agr with non-verb element in pfv,,,چِغیۡ دی
LX000524,phl,čiiríi,v.intr,,,,"T (Prs): čiiráanu, (Pfv): čiiríitu, (Cv): čiirí, (Imp): čiirá",,,"čiir-é-, čiir-íit-",,tɕiiríi,,,,چِیری
LX000525,phl,čiiríitu,v.intr,,,,,LX000524,,,,tɕiiríito,,,,چِیرِیتوۡ
LX000526,phl,čiíz,n.masc,,,,"a-decl (Obl, pl): -á",,,,Urdu (Persian): čiiz,tɕiíz,,,,چِیز
LX000527,phl,čilaás,n.masc:pn,,,,a-decl (Obl): -á,,,,,tɕilaás,,,,چِلاسہ
LX000528,phl,čímar,n.masc,,,†cīmara- 'copper' (T: 14496),"a-decl (Obl, pl): -a",,,,,tɕímar,,,,چِمر
LX000529,phl,čimaríilu,adj,LX000528,,,Reg (Fem): čimaríili,,,,,tɕimaríilo,,,,چِمرِیلوۡ
LX000530,phl,čimikíi,v.intr,,,,"L:e (Prs): čimikáanu, (Pfv): čimikílu, (Cv): čimikí, (Imp): čimík",,,čimík-,,tɕimikíi,,,,چِمِکی
LX000531,phl,činaaróom,n.masc:pn,,,,a-decl (Obl): -a,,,,,tɕinaaróom,,,,چِناروم
LX000532,phl,čináaxti,n.fem,,,,m-decl (Pl): -m,,,,,tɕináaxti,,,,چِناختیۡ
LX000533,phl,činí,n.fem,,,,,,,,Urdu: čiinii,tɕiní,,,tári (Biori),چِنیۡ
LX000534,phl,číta,v.tr,,,,"L:cons (Prs): čitáanu, (Pfv): čitílu, (Cv): čití, (Imp): čit",,,čit-,,tɕíta,,,,چِتہ
LX000535,phl,čo,interj,,,"cyávatē 'moves to and fro, retires' (T: 4939)",,,,,,tɕo,,,,چوۡ
LX000536,phl,čoǰóš,n.masc,,,,"i-decl (Obl, pl): -í",,,,,tɕodʑóɕ,,,,چوۡجوۡش
LX000537,phl,čóoḍ,n.fem,,,,"a-decl (Obl, pl): -a",,,čáaḍ,,tɕóoɖ,,,čáaḍ (Biori),چوڈ
LX000538,phl,čóoḍ díi,v.tr:cjt.ninc,LX000537,,,,,,,,tɕóoɖ díi,Fem agr with non-verb element,,,چوڈ دی
LX000539,phl,čoolaá,n.masc,,,,,,,,,tɕoolaá,With singular reference only,,,چولا
LX000540,phl,čoolaá bhíi,v.intr:cjt.inc,LX000539,,,,,,,,tɕoolaá bhíi,,,,چولا بھی
LX000541,phl,čóolu,adj,LX000558,,,Uml (Fem): čéeli,,,čáal-,,tɕóolo,,,čúulu (Biori),چولوۡ
LX000542,phl,čoonkóo,v.tr,,,,"L:a (Prs): čoonkaáanu, (Pfv): čoonkóolu, (Cv): čoonkaá, (Imp): čoonká",,,čoonk-á-,,tɕoonkóo,,,,چونکو
LX000543,phl,čoóng,n.masc,,,,i-decl (Obl): -í,,,,,tɕoóŋɡ,,,,چونگ
LX000544,phl,čooṇṭóo,v.tr,,,,"L:a (Prs): čooṇṭaáanu, (Pfv): čooṇṭóolu, (Cv): čooṇṭaá, (Imp): čooṇṭá",,,čooṇṭ-á-,,tɕooɳʈóo,,,niwešíi (Biori),چونٹو
LX000545,phl,čoór,n.masc,,,cōrá- 'thief (masc)' (T: 4931),"a-decl (Obl, pl): -á",,,,,tɕoór,,,,چور
LX000546,phl,čooṭíi,v.tr,,,,"L:e (Prs): čooṭáanu, (Pfv): čooṭílu, (Cv): čooṭí, (Imp): čooṭá",,,čooṭ-é-,,tɕooʈíi,,,,چوٹی
LX000547,phl,čoráama,det,LX000564,,,,LX000549,,,,tɕoráama,,,,چوۡرامہ
LX000548,phl,čoreé,num,LX000564,,,,,,,,tɕoreé,,,,چوۡرے
LX000549,phl,čoríma,det,LX000564,,,,,,,,tɕoríma,,,čoráama,چوۡرِمہ
LX000550,phl,čorkúuṇḍu,n.masc,,,,"a-decl (Obl, pl): čorkúuṇḍa",,,,,tɕorkúuɳɖo,,,,چوۡرکُونڈوۡ
LX000551,phl,čóti,n.fem,LX001711,,,m-decl (Pl): -m,,,,,tɕóti,,,čúti (B),چوۡتیۡ
LX000552,phl,čukíi,v.tr,,,cukkáyati 'inflicts or suffers pain' (T: 4849),"L:e (Prs): čukáanu, (Pfv): čukílu, (Cv): čukí, (Imp): čuká",,,čuk-é-,,tɕukíi,,,,چُکی
