ID,Language_ID,Headword,Part_Of_Speech,Entry_IDs,Homonym,IndoAryan_Proto_Form,Inflection_Class,Main_Entry,Media_IDs,Morphemic_Form,Origin,Phonetic,Restrictions,Usage,Variant_Form,Vernacular
LX002147,phl,ṣuṇúuki,n.fem,,,,m-decl (Pl): -m,,,,,ʂuɳúuki,,,ṣeeṛúuki (Biori),ݜُݨُوکیۡ
LX002148,phl,ṣuṇúuki thíi,v.tr:cjt.ninc,LX002147,,,,,,,,ʂuɳúuki tʰíi,Fem agr with non-verb element in pfv (sig or pl); postpositional object with the,,,ݜُݨُوکیۡ تھی
LX002149,phl,ṣuumbóo,v.tr,,,,"L:a (Prs): ṣuumbaáanu, (Pfv): ṣuumbóolu, (Cv): ṣuumbaá, (Imp): ṣuumbá",,,ṣúumb-á-,,ʂuumbóo,,,,ݜُومبو
LX002150,phl,ṣuunkíi,v.tr,,,,"L:e (Prs): ṣuunkáanu, (Pfv): ṣuunkílu, (Cv): ṣuunkí, (Imp): ṣuunká",,,ṣúunk-é-,,ʂuuŋkíi,,,,ݜُونکی
LX002151,phl,ṣúuntu,v.tr,,,,,LX002146,,,,ʂúunto,,,,ݜُونتوۡ
LX002152,phl,ṣúuṛi díi,v.tr:cjt.ninc,LX002153,,,,,,,,ʂúuɽi díi,Fem agr with non-verb element in pfv,,,ݜُوڑیۡ دی
LX002153,phl,ṣúuṛu,n.masc,,,"śūrtá- 'crushed, broken' (T: 12572)","a-decl (Obl, pl): ṣúuṛa",,,,,ʂúuɽo,,,,ݜُوڑوۡ
LX002154,phl,ṣugalíi,v.tr,,,,"T (Prs): ṣugaláanu, (Pfv): ṣugeélu, (Cv): ṣugalí, (Imp): ṣugalá",,,"ṣugal-é-, ṣugeél-",,"ʂuɡalíi, ʈʂuɡalíi",,,uc̣higalíi (Biori),ݜُگلی
ta,phl,ta,disc,ba,,,,,,,,ta,,This particle can also be analysed as marking temporal sequence and causality.,,تہ
LX002155,phl,ta ... ba,MWE,,,,,,,,,ta ... ba,,,,تہ ۔۔۔ بہ
LX002156,phl,táa,adv.sp:dem,LX000842,,,,,,,,táa,,,,تا
LX002157,phl,táai,adv.sp:dem,LX000843,,,,,,,,táaj,,,"táae, taayúu (Biori)",تائیۡ
LX002158,phl,taáǰ,n.fem,,,,"i-decl (Obl, pl): teeǰí",,,,Urdu (Persian): taaǰ,taádʑ,,,,تاج
LX002159,phl,táal,n.masc,,,,"a-decl (Obl, pl): talá",,,,,táal,,,,تال
LX002160,phl,taalím,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (Arabic): taaliim,taalím,,,,تعلیم
LX002161,phl,taanúm,pron:refl,,,,,LX002203,,,,taanúm,,,,تانُم
LX002162,phl,táapa,v.intr,,,,"L:cons (Prs): tapáanu, (Pfv): tapílu, (Cv): tapí, (Imp): táap",,,tap-,,táapa,,,,تاپہ
LX002163,phl,táapaṛ,n.masc,,,,"a-decl (Obl, pl): -a",,,,,táapaɽ,,,táapeṛ (Biori),تاپڑ
LX002164,phl,taapiaál,n.fem,LX002170,,,i-decl (Obl): taapieelí,,,,,taapjaál,,,,تاپِئال
LX002165,phl,taapíi,v.tr,,,,"L:e (Prs): taapáanu, (Pfv): teepílu, (Cv): teepí, (Imp): taapá",,,taap-é-,,taapíi,,,,تاپی
LX002166,phl,taaqát,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (Persian/Arabic): taaqat,taaqát,,,,طاقت
LX002167,phl,taaqatwár,adj.inv,LX002166,,,,,,,Urdu (Persian/Arabic): taaqat-war,taaqatwár,,,,طاقتور
LX002168,phl,taár,n.fem,,,,"i-decl (Pl, obl): teerí",,,,,taár,,,,تار
LX002169,phl,taaríx,n.fem,,,,i-decl (Obl): -í,,,,Urdu (Arabic): taariix,taaríx,,,,تارِخ
LX002170,phl,táatu,adj,LX000953,,"taptá- 'heated, hot' (T: 5679)",Uml (Fem): téeti,,,tat-,,táatu,,,,تاتوۡ
LX002171,phl,taazá,adj.inv,,,,,,,,Urdu (Persian): taaza,taazá,,,,تازہ
LX002172,phl,tabiaát,n.fem,,,,i-decl (Obl): tabieetí,,,,Urdu (Persian/Arabic): tabiiˈat,tabjaát,,,,طبیات
tak,phl,tak,adv.deg,,,,,,,,,tak,,,,تک
LX002173,phl,takṛá,adj.inv,,,,,,,,Pashto: takṛa,takɽá,,,,تکڑہ
LX002174,phl,talíi,n.fem,,,"tala- 'base, bottom; surface, flat roof (n)' (T: 5731)","a-decl (Obl, pl): -a",,,,,talíi,,,,تلی
LX002175,phl,táma,n.masc,,,,,,,,Urdu (Arabic): tama,táma,,Primarily used as a non-verb element in complex predicates.,,تمہ
LX002176,phl,táma thíi,v.tr:cjt.ninc,LX002175,,,,,,,,táma tʰíi,Masc agr with non-verb element in pfv; postpositional object with díi or possessive complement,,,تمہ تھی
LX002177,phl,támbul,n.masc,,,,"a-decl (Obl, pl): -a",,,,,támbul,,,,تمبُل
LX002178,phl,tanaám,pron:dem,so_2 ; LX000844,,,,,,,,tanaám,,,tenaám (Biori),تنام
LX002179,phl,tandái,n.fem,,,,"a-decl (Obl, pl): tandée",,,,,tandéj,,,,تندئیۡ
LX002180,phl,tándar,n.masc,,,,"a-decl (Obl, pl): -a",,,,"Urdu (Persian): tunder, tundur",tándar,,,,تندر
LX002181,phl,tándar díi,v.intr,LX002180,,,,,,,,tándar díi,,,,تندر دی
LX002182,phl,taníi,pron:dem,so_2 ; LX000845,,,,,,,,taníi,,,tenúme (Biori),تنی
LX002183,phl,taním,pron:dem,so_2 ; LX000846,,,,,,,,taním,,,tením (Biori),تنِم
LX002184,phl,tanxaá,n.masc,,,,"i-decl (Obl, pl): tanxeeí",,,,"Urdu: tanxwaa, tanxaa",taŋxá,,,,تنخواہ
tang,phl,tang,adj.inv,,,,,,,,Urdu (Persian): tang,"taŋɡ, taŋ",,,,تنگ
LX002185,phl,tang bhíi,v.intr:cjt.inc,tang,,,,,,,,taŋɡ bhíi,,,,تنگ بھی
LX002186,phl,tang thíi,v.tr:cjt.inc,tang ; LX002187,,,,,,,,taŋɡ tʰíi,,,,تنگ تھی
LX002187,phl,tangayíi,v.tr,tang,,,"L:e (Prs): tangayáanu, (Pfv): tangayílu, (Cv): tangayí, (Imp): tangayá",,,,,taŋɡajíi,,,,تنگئی
tap,phl,tap,adv.deg,,,,,,,,,tap,,,,تپ
LX002188,phl,tapíǰa,v.intr,,,tápyati 'is hot' (T: 5684),"L:cons (Prs): tapiǰáanu, (Pfv): tapiǰílu, (Cv): tapiǰí, (Imp): tapíǰ",,,tap-íǰ-,,tapídʑa,,,,تپِجہ
LX002189,phl,tapoós,n.fem,,,,"i-decl (Obl, pl): -í",,,,"Pashto: tapaˈuus, tapos",tapóos,,Exclusively used as a non-verb element in complex predicates,,تپوس
LX002190,phl,tapoós thíi,v.tr:cjt.ninc,LX002189,,,,,,,,tapóos tʰíi,Fem agr with non-verb element in pfv; postpositional object with díi,,,تپوس تھی
LX002191,phl,taráp,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (Arabic): taraf,taráp,,,taráf,طرپ
LX002192,phl,taraqí,n.fem,,,,,,,,Urdu (Arabic): taraqqii,taraqí,,,,ترقیۡ
LX002193,phl,tariqá,n.masc,,,,ee-decl (Pl): tariqeé,,,,Urdu (Persian/Arabic): tariiqa,"tariqá, tarixá",,,,طریقہ
LX002194,phl,tarkaáṇ,n.masc,,,,"aan-decl (Obl): -á, (Pl): -aán",,,,Pashto (Panjabi): tarkaaṛn,tarkaáɳ,,,,ترکاݨ
LX002195,phl,tartíb,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (Arabic): tartiib,tartíb,,,,ترتِب
LX002196,phl,táru,adv.mann,,,,,,,,,táru,,,,تروۡ
tas,phl,tas,pron:dem,so_2 ; LX000847,,"tá- 'base of nom.sg.n., all obl.sg and all pl. forms of pron. and pronom. adj' (T: 5612)",,,,,,tas,,,tes (Biori),تس
LX002197,phl,tasawúr bhíi,v.intr:cjt.inc,,,,,,,,Urdu (Arabic): tasawwur,tasawúr bhíi,,,,تصور بھی
LX002198,phl,tasawúr thíi,v.tr:cjt.inc,LX002197,,,,,,,,tasawúr tʰíi,,,,تصور تھی
LX002199,phl,tasíi,pron:dem,so_2 ; LX000848,,,,,,,,tasíi,,,tesée (Biori),تسی
LX002200,phl,tayaár,adj.inv,,,,,,,,"Urdu (Persian/Arabic): taiyaar, tayaar",tajaár,,,,تیار
LX002201,phl,téec̣i,n.fem,,,takṣa- 'cutting; carpenter (in cmpd.) (masc)' (T: 5618),m-decl (Pl): -m,,,,,téetɕi,,,,تیڇیۡ
LX002202,phl,teéṇ teeṇíi,MWE,LX002203,,,,,,,,teéɳ teeɳíi,,,teṇteeṇíi,تیݨ تیݨی
LX002203,phl,teeṇíi,pron:refl,,,*tānuva- 'one's own (son)' (T: 5766),,,,,,teeɳíi,,,,تیݨی
LX002204,phl,teér,adj.inv,,,,,,,,Pashto: ter,teér,,Primarily used as a non-verb element in complex predicates,,تیر
LX002205,phl,teér bhíi,v.intr:cjt.inc,LX002204,,,,,,,,teér bhíi,,,,تیر بھی
LX002206,phl,teér čaapheér,MWE,LX002204,,,,,,,,teér čaapʰeér,,,,تیر چاپھیر
LX002207,phl,teér nikhíi,v.intr:cjt.inc,LX002204 ; LX001607,,,,,,,,teer nikʰíi,,,,تیر نِکھی
LX002208,phl,teér thíi,v.tr:cjt.inc,LX002204,,,,,,,,teér tʰíi,,,,تیر تھی
LX002209,phl,téeti,adj,,,,,LX002170,,,,téeti,,,,تیتیۡ
LX002210,phl,téewi,n.fem,,,,m-decl (Pl): -m,,,,,téewi,,,,تیویۡ
LX002211,phl,teewíz,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (Arabic): tawiiz,teewíz,,,,تیوِز
LX002212,phl,téez,adj.inv,,,,,,,,Urdu (Persian): tez,téez,,,,تیز
LX002213,phl,teezí,adv.mann,LX002212,,,,,,,,teezí,,,teezí ki,تیزیۡ
LX002214,phl,thanaáu,n.fem,,,,"i-decl (Obl, pl): thanawí",,,,,tʰanaáw,,,,تھناؤ
LX002215,phl,thaní,mood,LX002217,1,,,,,,,tʰaní,Invariably utterance- or proposition-final,,,تھنیۡ
LX002216,phl,thaní,conj,LX002217,2,,,,,,,tʰaní,Invariably utterance- or proposition-final,,,تھنیۡ
LX002217,phl,thaníi,v.tr,,,,"T (Prs): thanáanu, (Pfv): thaníitu, (Cv): thaní",,,"than-é-, than-íit-",,tʰaníi,,,,تھنی
LX002218,phl,thaníitu,v.tr,,,,,LX002217,,,,tʰaníito,,,,تھنِیتوۡ
LX002219,phl,thaskúuru,n.masc,,,,"a-decl (Obl, pl): thaskúura",,,,,tʰaskúuro,,,,تھسکُوروۡ
LX002220,phl,thawóo,v.tr:caus,LX002225,,,"L:a (Prs): thawaáanu, (Pfv): thawóolu, (Cv): thawaá, (Imp): thawá",,,the-awá-,,tʰawóo,,,thawúu (Biori),تھوو
the,phl,the,post,LX001589 ; LX002221,,,,,,,,tʰe,"With preceding oblique nominal argument, an accusative pro-form (for animate recipient or beneficiary) or a locative pro-form (for location).",,,تھےۡ
LX002221,phl,the nhiáaṛa,MWE,the ; LX001589,,,,,,,,tʰe njháaɽa,,,,تھےۡ نھئاڑہ
LX002222,phl,thée,conj,LX002225,,,,,,,,tʰée,,Often followed by switch-topic marker ba,,تھے
LX002223,phl,thiáaḍu,adj,LX000010 ; LX000021 ; LX000757,,,Uml (Fem): thiéeḍi,,,,,tʰjáaɖu,,,,تِھیاڈوۡ
LX002224,phl,thiéeḍi,adj,,,,,LX002223,,,,tʰjéeɖi,,,,تِھئیڈیۡ
LX002225,phl,thíi,v.tr,,1,"sthāpáyati 'causes to stand, establishes; appoints; causes to be, makes' (T: 13756)","L:e (Prs): tháanu, (Pfv): thíilu, (Cv): the, (Imp): tha",,,,,tʰíi,,Extremely generic verb used in a large number of complex predicates,,تھی
LX002226,phl,thíi,pron:pers,tu,2,,,,,,,tʰíi,,,,تھی
LX002227,phl,thíi,post,,4,,,,,,,tʰíi,With preceding genitive nominal argument or a spatial adverb.,,,تھی
LX002228,phl,thíi,pron:pers,tu,3,,,,,,,tʰíi,,,,تھی
LX002229,phl,thopíi,v.tr,,,,"L:e (Prs): thopáanu, (Pfv): thopílu, (Prs): thopí, (Imp): thopá",,,thop-é-,,tʰopíi,,,,تھوۡپی
LX002230,phl,thúki,n.fem,,,*thukk- 'spit' (T: 6097),m-decl (Pl): -m,,,,,tʰúki,,,,تُھکیۡ
LX002231,phl,thulíi,v.intr,LX002232,,,"L:e (Prs): thuláanu, (Pfv): thulíilu, (Cv): thulí",,,thul-é-,,tʰulíi,,,,تُھلی
LX002232,phl,thúlu,adj,,,"sthūlá- 'large, thick, stout' (T: 13776)",Reg (Fem): thúli,,,thul-,,tʰúlo,,,,تُھلوۡ
LX002233,phl,thúri,n.fem,,,"sthūrá- 'big, strong' (T: 13775)",m-decl (Pl): -m,,,,,tʰúri,,,,تُھریۡ
LX002234,phl,thúuṇi,n.fem,,,"sthū́ṇā- 'post, pillar' (T: 13774)",m-decl (Pl): -m,,,,,tʰúuɳi,,,,تُھوݨیۡ
LX002235,phl,tíi,pron:dem,so_2 ; LX000855,,,,,,,,tíi,,,ti (Biori),تی
LX002236,phl,tií,post,,,,,,,,,tií,With preceding oblique nominal (inaminate) argument or a spatial/temporal adverb.,,,تی
LX002237,phl,tíiṇu,adj,,,"tīkṣṇá- 'sharp; hot, pungent' (T: 5839)",Reg (Fem): tíiṇi,,,tíiṇ-,,tíiɳo,,,,تِیݨوۡ
LX002238,phl,tíla,v.intr,,,tíllati 'goes' (T: 5836),"L:cons (Prs): tiláanu, (Pfv): tilílu, (Cv): tilí, (Imp): til",,,til-,,tíla,,,tíle (Biori),تِلہ
LX002239,phl,típa,adv.tm,,,,,,,,,típa,,,,تِپہ
LX002240,phl,tipaán tií,MWE,LX002239 ; LX002236,,,,,,,,tipaán tií,,,típa tií ; tipaaín tií (Biori),تِپان تی
LX002241,phl,tipúku,adj,LX002239,,,Reg (Fem): tipúki,,,tip-úk-,,tipúko,,,,تِپُکوۡ
LX002242,phl,tirbaán,n.fem,,,,,,,,,tirbaán,,,,تِربان
LX002243,phl,toobaák,n.fem,,,,"i-decl (Obl, pl): toobakí",,,toobák,Urdu/Pashto (Persian/Turkish): tupak,toobaák,,,thupéek (Biori),توباک
LX002244,phl,toofá,n.masc,,,,ee-decl (Pl): toofeé,,,,Urdu (Persian/Arabic): tohfa,toofá,,,tohfá,تحفہ
LX002245,phl,toolíi,v.tr,,,"tōláyati 'lifts, weighs, considers' (T: 5979)","L:e (Prs): tooláanu, (Pfv): toolílu, (Cv): toolí, (Imp): toolá",,,tool-é-,,toolíi,,,,تولی
LX002246,phl,toopaančá,n.masc,,,,ee-decl (Pl): -eé,,,,Pashto: topang-ča,toopaantɕá,,,,توپانچہ
LX002247,phl,tooratsalá,n.masc,,,,,,,,"Pashto 'black': tora ; Pashto '40 days of extreme heat, cold or rain': tsila",tooratsalá,,,,تورہ څلہ
LX002248,phl,tóoru,n.masc,,,tāraká- 'belonging to the stars' (T: 5798),"a-decl (Obl, pl): tóora",,,,,tóoro,,,túuru (Biori),توروۡ
LX002249,phl,tóoruṇ,n.masc,,,,"a-decl (Obl, pl): -a",,,,,tóoruɳ,,,túuruṇ (Biori),تورُݨ
LX002250,phl,traác̣ díi,v.tr:cjt.inc,,,,,,,,,traáʈʂ díi,,,,تراڇ دی
LX002251,phl,traac̣ṭhongí,n.fem,LX002299,,,m-decl (Pl): -m,,,,,traaʂʈʰoŋɡí,,,,تراڇ ٹھوۡنگیۡ
LX002252,phl,traambú,n.masc,,,"tántra- 'web; loom; weaving, thread (neut)' (T: 5664) ; *vābha- 'weaving, spinning' (T: 11531)","aan-decl/i-decl (Obl): -í, (Pl): -aán",,,,,traambú,,,bhúmbur (Biori (both words used)),ترامبوۡ
LX002253,phl,traambumaáṇ,n.fem,LX002252 ; LX001499,,,"i-decl (Obl, pl): traambumeeṇí",,,,,traambumaáɳ,,,,ترامبوۡ ماݨ
trak,phl,trak,n.masc,,,,"i-decl (Obl, pl): -í",,,,,trak,,,,ترک
LX002254,phl,traṭáa thíi,v.tr:cjt.inc,,,,,,,,,traʈáa tʰíi,Biori,,,ترٹا تھی
LX002255,phl,trayáama,det,LX002268,,,,,,,,trajáama,,,"traíma ; trayúme, traíme (Biori)",تریامہ
LX002256,phl,trayeé,num,LX002268,,,,,,,,trajeé,,,,ترئے
LX002257,phl,tréengi,n.fem,,,,m-decl (Pl): -m,,,,,tréeŋɡi,,,,ترینگیۡ
LX002258,phl,treešúma,det,LX002261,,,,,,,,treeɕúma,,,treešúme (Biori),تریشُمہ
LX002259,phl,tríimbaruṣ,adv.tm,LX002268 ; LX000290,,,,,,,,tríimbaruʂ,,,tríimbariṣ (Biori),ترِیمبرُݜ
LX002260,phl,tríimbu,adj,,,,Reg (Fem): tríimbi,,,triimb-,,tríimbo,,,,ترِیمبوۡ
LX002261,phl,tríiš,num,,,*trayédaśa 'thirteen' (T: 6001),,,,tréeš,,tríiɕ,,,tréeš (Biori),ترِیش
LX002262,phl,triṣ,n.fem,,,tr̥ṣā- 'thirst (f)' (T: 5936),a-decl (Obl): -á,,,,,triʂ,,,,ترِݜ
LX002263,phl,triṣaalíi,v.intr,,,,"L:e (Prs): triṣaaláanu, (Pfv): triṣeelíilu, (Cv): triṣeelí",,,triṣ-aal-é-,,triʂaalíi,,,,ترِݜالی
LX002264,phl,triṣéelu,adj,,,,Reg (Fem): triṣéeli,,,,,triʂéelo,,,,ترِݜیلوۡ
LX002265,phl,tríṣṭu,adj,,,"tr̥ṣṭá- 'harsh, rough' (T: 5938)",Reg (Fem): triṣṭi,,,triṣṭ,,tríʂʈo,,,,ترِݜٹوۡ
LX002266,phl,trokíi,v.intr,LX002267,,,"L:e (Prs): trokáanu, (Pfv): trokíilu, (Cv): trokí, (Imp): troká",,,trok-é-,,trokíi,,,,تروۡکی
LX002267,phl,tróku,adj,LX000311,,,Reg (Fem): tróki,,,trok-,,tróko,,,,تروۡکوۡ
LX002268,phl,tróo,num,,,*trāyaḥ 'three' (T: 5994),,,,tráa,,tróo,,,trúu (Biori),ترو
LX002269,phl,tróo bhišá,MWE,LX002268 ; LX000343,,,,,,,,tróo bhiɕá,,,trábhiša (Biori),ترو بِھشہ
LX002270,phl,trúnǰa,v.intr,,,,"T (Prs): trunǰáanu, (Pfv): trúṇu, (Cv): trunǰí",,,trunǰ-,,trúɲdʑa,,,,تُرنجہ
LX002271,phl,trúnǰi,adv.tm,,,tr̥tī́ya- 'third (with word for 'day')' (T: 5912),,,,,,trúɲdʑi,Biori,,,ترُنجیۡ
LX002272,phl,trúṇu,v.intr,,,,,LX002270,,,,trúɳo,,,,ترُݨوۡ
LX002273,phl,tsakíi,v.tr,,,,"L:e (Prs): tsakáanu, (Pfv): tsakílu, (Cv): tsakí, (Imp): tsaká",,,tsak-é-,,tsakíi,,,,څکی
LX002274,phl,tsaṭáanga,v.intr,,,,"L:cons (Prs): tsaṭangáanu, (Pfv): tsaṭangílu, (Cv): tsaṭangí",,,tsaṭáng-,,tsaʈáaŋɡa,,,,څٹانگہ
LX002275,phl,tsaṭák,n.masc,,,,"i-decl (Obl, pl): -í",,,,"Pashto: tsuṭak, tsaṭak",tsaʈák,,,,څٹک
LX002276,phl,tsiipíi,v.tr,,,,"L:e (Prs): tsiipáanu, (Pfv): tsiipílu, (Cv): tsiipí, (Imp): tsiipá",,,tsiip-é-,,tsiipíi,,,,څِیپی
tsrap,phl,tsrap,adv.deg,,,,,,,,,tsrap,,,,څرپ
tu,phl,tu,pron:pers,,,tuvám 'thou' (T: 5889),,,,,,tu,,,,توۡ
tus,phl,tus,pron:pers,,,yuṣmad- 'pron. 2 pl' (T: 10511),,,,,,tus,,,,تُس
LX002277,phl,tusaám,pron:pers,tus,,,,,,,,tusaám,,,,تُسام
LX002278,phl,tusíi,pron:pers,tus,,,,,,,,tusíi,,,tusée (Biori),تُسی
LX002279,phl,tusím,pron:pers,tus,,,,,,,,tusím,,,,تُسِم
LX002280,phl,tuumboó,n.masc,,,"*tumba- 'obstruction, boss' (T: 14571)","ee-decl (Obl, pl): tuumbeé",,,,,tuumboó,,,,تُومبو
LX002281,phl,túuri,post,,,,,,,,,túuri,With preceding oblique nominal argument or an accusative alternatively oblique pro-form.,,,تُوریۡ
LX002282,phl,tuúš,adj.inv,,,"tuččhyá- 'empty, vain; n. emptiness (neut)' (T: 5850)",,,,,,tuúɕ,,,,تُوش
LX002283,phl,ṭaakíi,v.tr,,,,"L:e (Prs): ṭaakáanu, (Pfv): ṭeekílu, (Cv): ṭeekí, (Imp): ṭaaká",,,ṭaaké- ; ṭáak-é-,,ʈaakíi,,,,ٹاکی
LX002284,phl,ṭaanguṛmúṭ,n.masc,LX002285 ; LX001543,,,"a-decl (Obl, pl): -á",,,,,ʈaaŋɡuɽmúʈ,,,,ٹانگُڑ مُٹ
LX002285,phl,ṭaangúuṛu,n.masc,,,ṭan̆ka- 'fruit of Feronia elephantum; the plant' (T: 5429),"a-decl (Obl, pl): ṭaangúuṛa",,,,,ʈaaŋɡúuɽo,,,,ٹانگُوڑوۡ
LX002286,phl,ṭáka,n.masc,,,,,,,,Pashto: ṭaka,ʈáka,,Primarily used as a non-verb element in complex predicates.,,ٹکہ
LX002287,phl,ṭáka díi,v.tr:cjt.ninc,LX002286,,,,,,,,ʈáka díi,,,,ٹکہ دی
LX002288,phl,ṭeeká,n.masc,,,,ee-decl (Pl): ṭeekeé,,,,"Pashto/Urdu: ṭeeka, ṭhekaa, ṭhiikaa",ʈeeká,,,,ٹیکہ
LX002289,phl,ṭeekadaár,n.masc,LX002288,,,"aan-decl (Obl): -á, (Pl)",,,,Urdu: ṭheke-daar,ʈeekadaár,,,,ٹیکدار
LX002290,phl,ṭeém,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (English' time'),ʈeém,,,,ٹیم
LX002291,phl,ṭeép,n.fem,,,,"i-decl (Obl, pl): -í",,,,Urdu (English 'tape'),ʈeép,,,,ٹیپ
LX002292,phl,ṭeéṭ,adj.inv,,,,,,,,Urdu (English 'tight'),ʈeéʈ,,,,ٹیٹ
LX002293,phl,ṭéku,n.masc,,,,"a-decl (Obl, pl): ṭéka",,,,,ʈéko,,,,ٹیۡکوۡ
LX002294,phl,ṭéngu,n.masc,,,,"a-decl (Obl, pl): ṭénga",,,,,ʈéŋɡo,,,,ٹیۡنگوۡ
LX002295,phl,ṭépi,n.fem,,,,m-decl (Pl): -m,,,,,ʈépi,,,,ٹیۡپیۡ
LX002296,phl,ṭhaaṭáaku,n.masc,,,,"a-decl (Obl, pl): ṭhaaṭáaka",,,,,ʈʰaaʈáaku,,,,ٹھاٹاکوۡ
LX002297,phl,ṭhaaṭéeki,n.fem,LX002296 ; LX002083 ; LX001929,,*ṭhaṭṭha- 'joke' (T: 5492) ; *ḍākka- 'an imp attending on Kali' (T: 5541),m-decl (Pl): -m,,,,,ʈʰaaʈéeki,,,,ٹھاٹیکیۡ
LX002298,phl,ṭhakíi,v.tr,,,,"L:e (Prs): ṭhakáanu, (Pfv): ṭhakílu, (Cv): ṭhakí, (Imp): ṭhaká",,,ṭhak-é-,,ʈʰakíi,,,,ٹھکی
LX002299,phl,ṭhóngi,n.fem,,,"ṭan̆ka- 'spade, hoe, chisel' (T: 5427)",m-decl (Pl): -m,,,,,ʈʰóŋɡi,,,,ٹھوۡنگیۡ
LX002300,phl,ṭíinčuk,n.masc,,,,"a-decl (Obl, pl): -a",,,,,ʈíiɲtɕuk,,,,ٹِینچُک
LX002301,phl,ṭíinkur,n.masc,,,*ṭon̆ka- 'beak' (T: 14534),"a-decl (Obl, pl): -a",,,,,ʈíiŋkur,,,,ٹِینکُر
LX002302,phl,ṭíki,n.fem,,,,m-decl (Pl): -m,,,,,ʈíki,,,,ٹِکیۡ
LX002303,phl,ṭing bhíi,v.intr:cjt.inc,,,,,,,,Pashto: ṭiing,ʈiŋɡ bhíi,Postpostional object with the,,,ٹِنگ بھی
LX002304,phl,ṭing thíi,v.tr:cjt.inc,LX002303,,,,,,,,ʈiŋɡ tʰíi,,,,ٹِنگ تھی
LX002305,phl,ṭip,n.fem,,,,"i-decl (Obl, pl): -í",,,,,ʈip,,,,ٹِپ
LX002306,phl,ṭiṭlái,n.fem:pn,,,,a-decl (Obl): ṭiṭlée,,,,,ʈiʈléj,,,,ٹِٹلئیۡ
LX002307,phl,ṭoḍusóo,v.tr,,,,"L:a (Prs): ṭoḍusaáanu, (Pfv): ṭoḍusóolu, (Cv): ṭoḍusaá, (Imp): ṭoḍusá",,,,,ʈoɖusóo,,,tooṛusúu (Biori),ٹوۡڈُسو
LX002308,phl,ṭokíi,v.tr,,,,"L:e (Prs): ṭokáanu, (Pfv): ṭokílu, (Cv): ṭokí, (Imp): ṭoká",,,ṭok-é-,,ʈokíi,,,,ٹوۡکی
LX002309,phl,ṭómbu,n.masc,,,,"a-decl (Obl, pl): ṭómba",,,,,ʈómbo,,,,ٹوۡمبوۡ
LX002310,phl,ṭookóo,v.tr,,,,"L:a (Prs): ṭookaáanu, (Pfv): ṭookóolu, (Cv): ṭookaá, (Imp): ṭooká",,,ṭook-á-,,ʈookóo,,,ṭookúu (Biori),ٹوکو
LX002311,phl,ṭookrái,n.fem,,,,"a-decl (Obl, Pl): ṭookrée",,,,,ʈookréj,,,,ٹوکرئیۡ
LX002312,phl,ṭoóp,n.fem,,,,"i-decl (Obl, pl): -í",,,,Pashto: ṭop,ʈoóp,,Primarily used as a non-verb element in complex predicates,,ٹوپ
LX002313,phl,ṭoóp thíi,v.tr:cjt.ninc,LX002312,,,,,,,,ʈoóp tʰíi,,,,ٹوپ تھی
LX002314,phl,ṭóoxa,n.masc,,,,,,,,Pashto: ṭoqa,ʈóoxa,,Used as a non-verb element in complex predicates,,ٹوخہ
LX002315,phl,ṭóoxa thíi,v.tr:cjt.ninc,LX002314,,,,,,,,ʈóoxa tʰíi,,,,ٹوخہ تھی
LX002316,phl,ṭópa,adv.sp,,,,,,,,,ʈópa,,,,ٹوۡپہ
LX002317,phl,ṭópa díi,v.tr:cjt.inc,LX002316,,,,,,,,ʈópa díi,,,,ٹوۡپہ دی
LX002318,phl,ṭopí,n.fem,,,,a-decl (Pl): -á,,,,,ʈopí,,,ṭoopí,ٹوۡپیۡ
LX002319,phl,ṭópii thíi,MWE,LX002316 ; LX002227,,,,,,,,ʈópii tʰíi,,,,ٹوۡپی تھی
LX002320,phl,ṭukṛá,n.masc,,,,ee-decl (Pl): ṭukṛeé,,,,Urdu: ṭukṛaa,ʈukɽá,,,,ٹُکڑہ
-u_1,phl,-u,sfx,,1,,,,,,,"-u, -o",Added to the tense- or aspect-marked verb,,,
-u_2,phl,-u,sfx,,2,,,,,,,"-u, -o",Added to inflecting adjective stems,,,
LX002321,phl,ubaxíi,v.tr,,,,,LX000277,,,,ubaxíi,,,,اُبخی
LX002322,phl,úbu,adj,,,udbhūta- 'come forth; elevated' (T: 2046),Reg (Fem): úbi,,,ub-,,úbo,,,,اُبوۡ
LX002323,phl,učát,adj.inv,,,,,,,,,utɕát,,,,اُچت
LX002324,phl,úču,adj,,,"*ōccha- 'small, thin, mean' (T: 2540)",Reg (Fem): úči,,,uč-,,útɕo,,,,اُچوۡ
LX002325,phl,uc̣híi,v.tr,,,,"T (Prs): uc̣háanu, (Pfv): uc̣híitu, (Cv): uc̣hí, (Imp): uc̣hí",,,"uc̣hí-, uc̣h-íit-",,uʈʂʰíi,,,,اُڇھی
